VIOLATION.PWSID,VIOLATION.VIOLATION_ID,VIOLATION.FACILITY_ID,VIOLATION.POPULATION_SERVED_COUNT,VIOLATION.NPM_CANDIDATE,VIOLATION.PWS_ACTIVITY_CODE,VIOLATION.PWS_DEACTIVATION_DATE,VIOLATION.PRIMARY_SOURCE_CODE,VIOLATION.POP_CAT_5_CODE,VIOLATION.PRIMACY_AGENCY_CODE,VIOLATION.EPA_REGION,VIOLATION.PWS_TYPE_CODE,VIOLATION.VIOLATION_CODE,VIOLATION.VIOLATION_CATEGORY_CODE,VIOLATION.IS_HEALTH_BASED_IND,VIOLATION.CONTAMINANT_CODE,VIOLATION.COMPLIANCE_STATUS_CODE,VIOLATION.VIOL_MEASURE,VIOLATION.UNIT_OF_MEASURE,VIOLATION.STATE_MCL,VIOLATION.IS_MAJOR_VIOL_IND,VIOLATION.SEVERITY_IND_CNT,VIOLATION.COMPL_PER_BEGIN_DATE,VIOLATION.COMPL_PER_END_DATE,VIOLATION.LATEST_ENFORCEMENT_ID,VIOLATION.RTC_ENFORCEMENT_ID,VIOLATION.RTC_DATE,VIOLATION.PUBLIC_NOTIFICATION_TIER,VIOLATION.ORIGINATOR_CODE,VIOLATION.SAMPLE_RESULT_ID,VIOLATION.CORRECTIVE_ACTION_ID,VIOLATION.RULE_CODE,VIOLATION.RULE_GROUP_CODE,VIOLATION.RULE_FAMILY_CODE,X35
PR0115031,9999955,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-16,31-JAN-16,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999956,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-16,29-FEB-16,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999957,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-16,31-MAR-16,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999958,NA,84,N,A,NA,SW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-16,30-APR-16,10000010,NA,NA,3,S,NA,NA,110,100,110,NA
PR0115031,9999969,NA,84,Y,A,NA,SW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-APR-19,30-JUN-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0115031,9999970,NA,84,Y,A,NA,SW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-JUL-19,30-SEP-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0115031,9999971,NA,84,Y,A,NA,SW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-OCT-19,31-DEC-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0115031,9999997,NA,84,Y,A,NA,SW,1,PR,02,CWS,42,TT,Y,0200,O,0,NA,0,NA,NA,01-JAN-92,NA,#20150319,NA,NA,2,F,NA,NA,121,100,120,NA
PR0272032,10019,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-11,31-JAN-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,10156,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-10,30-NOV-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,10163,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-11,28-FEB-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,10296,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-10,31-DEC-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,10304,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-11,31-MAR-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,10506,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-10,31-JAN-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,10667,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-10,28-FEB-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,10818,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-10,31-MAR-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,11001,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-10,30-APR-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,11033,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-11,31-JUL-11,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,11152,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-10,31-MAY-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,11179,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-11,31-AUG-11,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,11297,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-10,30-JUN-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,11319,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-11,30-SEP-11,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,11454,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-10,31-JUL-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,11608,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-10,31-AUG-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,11753,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-10,30-SEP-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055888,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-10,31-OCT-10,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055889,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-11,31-MAY-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055890,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-11,30-JUN-11,#20120507,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055891,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-11,31-OCT-11,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055892,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-11,30-NOV-11,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055893,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-11,31-DEC-11,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055894,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-12,31-JAN-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055895,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-12,29-FEB-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055896,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-12,31-MAR-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055897,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-12,30-APR-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055898,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-12,31-MAY-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055899,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-12,30-JUN-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055900,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-12,31-JUL-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055901,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-12,31-AUG-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055902,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-12,30-SEP-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055903,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-12,31-OCT-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055904,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-12,30-NOV-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055905,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-12,31-DEC-12,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055906,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-13,31-JAN-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055907,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-13,28-FEB-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055908,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-13,31-MAR-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055909,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-13,30-APR-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055910,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-13,31-MAY-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055911,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-13,30-JUN-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055912,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-13,31-JUL-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055913,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-13,31-AUG-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055914,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-13,30-SEP-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055915,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-13,31-OCT-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055916,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-13,30-NOV-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055917,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-13,31-DEC-13,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055918,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-14,31-JAN-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055919,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-14,28-FEB-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055920,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-14,31-MAR-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055921,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-14,30-APR-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055922,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-14,31-MAY-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055923,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-14,30-JUN-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055924,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-14,31-JUL-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055925,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-14,31-AUG-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055926,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-14,30-SEP-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055927,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-14,31-OCT-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055928,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-14,30-NOV-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055929,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-14,31-DEC-14,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055930,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-15,31-JAN-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055931,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-15,28-FEB-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055932,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-15,31-MAR-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055933,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-15,30-APR-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055934,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAY-15,31-MAY-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055935,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUN-15,30-JUN-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055936,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JUL-15,31-JUL-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055937,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-AUG-15,31-AUG-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055938,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-SEP-15,30-SEP-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055939,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-OCT-15,31-OCT-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055940,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-NOV-15,30-NOV-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055941,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-DEC-15,31-DEC-15,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055942,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-JAN-16,31-JAN-16,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055943,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-FEB-16,29-FEB-16,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055944,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-MAR-16,31-MAR-16,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055945,NA,60,N,A,NA,GW,1,PR,02,CWS,23,MR,N,3100,K,NA,NA,NA,NA,NA,01-APR-16,30-APR-16,8051314,NA,NA,3,S,NA,NA,110,100,110,NA
PR0272032,9055956,NA,60,Y,A,NA,GW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-APR-19,30-JUN-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0272032,9055957,NA,60,Y,A,NA,GW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-JUL-19,30-SEP-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0272032,9055958,NA,60,Y,A,NA,GW,1,PR,02,CWS,3A,MON,N,8000,K,NA,NA,NA,Y,NA,01-OCT-19,31-DEC-19,NA,NA,NA,3,S,NA,NA,111,100,110,NA
PR0002732,1656693,NA,15056,Y,A,NA,GW,4,PR,02,CWS,51,MR,N,5000,O,NA,NA,NA,NA,NA,01-JUL-92,NA,NA,NA,NA,3,S,NA,NA,350,300,350,NA
PR0002732,6984842,NA,15056,N,A,NA,GW,4,PR,02,CWS,22,MCL,Y,3100,K,NA,NA,NA,NA,NA,01-MAY-11,31-MAY-11,NA,NA,NA,2,S,NA,NA,110,100,110,NA
PR0002732,6984843,1187,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2035,R,NA,NA,NA,Y,NA,01-APR-11,30-JUN-11,5803511,5803511,30-JUN-12,3,S,NA,NA,320,300,320,NA
PR0002732,6984844,1187,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2037,R,NA,NA,NA,Y,NA,01-APR-11,30-JUN-11,5803511,5803511,30-JUN-12,3,S,NA,NA,320,300,320,NA
PR0002732,6984845,1187,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2039,R,NA,NA,NA,Y,NA,01-APR-11,30-JUN-11,5803511,5803511,30-JUN-12,3,S,NA,NA,320,300,320,NA
PR0002732,6984846,1187,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2050,R,NA,NA,NA,Y,NA,01-APR-11,30-JUN-11,5803511,5803511,30-JUN-12,3,S,NA,NA,320,300,320,NA
PR0002732,6984847,1187,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2051,R,NA,NA,NA,Y,NA,01-APR-11,30-JUN-11,5803511,5803511,30-JUN-12,3,S,NA,NA,320,300,320,NA
PR0002732,6984848,1187,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2306,R,NA,NA,NA,Y,NA,01-APR-11,30-JUN-11,5803511,5803511,30-JUN-12,3,S,NA,NA,320,300,320,NA
PR0002732,6984849,NA,15056,N,A,NA,GW,4,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-FEB-13,28-FEB-13,5803520,5803520,31-DEC-13,2,S,NA,NA,110,100,110,NA
PR0002732,6984850,NA,15056,N,A,NA,GW,4,PR,02,CWS,66,MR,N,5000,R,NA,NA,NA,NA,NA,01-JUL-12,NA,5803540,5803540,31-DEC-18,3,S,NA,NA,350,300,350,NA
PR0002732,6984851,NA,15056,N,A,NA,GW,4,PR,02,CWS,22,MCL,Y,3100,R,NA,NA,NA,NA,NA,01-JUN-13,30-JUN-13,5803520,5803520,31-DEC-13,2,S,NA,NA,110,100,110,NA
PR0002732,6984852,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2005,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984853,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2010,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984854,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2015,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984855,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2020,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984856,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2031,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984857,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2032,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984858,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2033,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984859,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2034,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984860,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2036,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984861,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2037,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984862,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2040,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984863,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2041,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984864,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2042,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984865,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2046,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984866,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2050,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984867,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2051,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984868,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2065,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984869,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2067,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984870,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2105,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984871,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2110,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984872,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2274,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984873,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2326,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984874,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2383,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
PR0002732,6984875,1190,15056,N,A,NA,GW,4,PR,02,CWS,03,MR,N,2931,R,NA,NA,NA,Y,NA,01-APR-13,30-JUN-13,5803522,5803522,30-SEP-13,3,S,NA,NA,320,300,320,NA
